region,name,url,website,address,city,state,zip_code,phone,latitude,longitude,geocoding_status,id
northeast,Century Elm Supper Club,https://wisconsinsupperclubs.com/supper-club/century-elm-supper-club/,https://www.centuryelm.com,8300 County Road T,"Larsen,",WI,54927,920-836-2022,44.1918188,-88.60439799999999,success,121
northeast,Chissy’s Pub & Grill,https://wisconsinsupperclubs.com/supper-club/chissys-pub-grill/,http://chissys.com,215 Hwy 28,"Waldo,",WI,54927,920-528-8656,43.6818159,-87.93865699999999,success,122
northeast,Club Chalet **,https://wisconsinsupperclubs.com/supper-club/club-chalet/,http://clubchalet.net/,4642 Nicolet Drive,"Green Bay,",WI,54311,920-866-2341,44.6106249,-87.84342559999999,success,123
northeast,Colonial House Supper Club,https://wisconsinsupperclubs.com/supper-club/colonial-house-supper-club/,http://www.colonialhousesupperclub.com,N4330 County Road E,"Kaukauna,",WI,54130,920-788-2622,44.3942382,-88.2773665,success,124
northeast,Dan and Tim’s Riverside,https://wisconsinsupperclubs.com/supper-club/dan-and-tims-riverside/,https://www.facebook.com/Riverside.Dan.Tim/,1010 Main Avenue,"Crivitz,",WI,54114,715-854-3281,45.2325864,-88.01260130000001,success,125
northeast,Dick and Joan’s Supper Club,https://wisconsinsupperclubs.com/supper-club/dick-and-joans-supper-club/,https://www.facebook.com/dickandjoans/,220 North Lynndale Drive,"Appleton,",WI,54914,920-731-8855,44.2651942,-88.4453676,success,126
northeast,Donny’s Glidden Lodge †,https://wisconsinsupperclubs.com/supper-club/donnys-glidden-lodge-%e2%80%a0/,https://donnysgliddenlodge.com,4670 Glidden Road,"Sturgeon Bay,",WI,54235,920-746-9460,44.8967492,-87.2158753,success,127
northeast,Embers 1871,https://wisconsinsupperclubs.com/supper-club/embers-1871/,http://www.embers1871.com,W3529 County Road B,"Peshtigo,",WI,54157,715-801-0023,45.056103,-87.770215,success,128
northeast,"English Inn, The",https://wisconsinsupperclubs.com/supper-club/the-english-inn/,https://theenglishinn.com,3713 Hwy 42,"Fish Creek,",WI,54212,920-868-3076,45.1326283,-87.21281239999999,success,129
northeast,Five Pillars Supper Club,https://wisconsinsupperclubs.com/supper-club/five-pillars-supper-club/,http://www.fivepillarssupperclub.com,W2290 Hwy K,"Random Lake,",WI,53075,920-994-4336,43.55222,-87.9617585,success,130
northeast,Geno’s Steakhouse †,https://wisconsinsupperclubs.com/supper-club/genos-steakhouse-%e2%80%a0/,http://www.genossteakhouse47.com,N8755 Old Hwy 47,"Black Creek,",WI,54106,920-439-1265,44.5550203,-88.43528309999999,success,131
northeast,George’s Steakhouse,https://wisconsinsupperclubs.com/supper-club/georges-steakhouse/,http://www.georgessteakhouseappleton.com,2208 South Memorial Drive,"Appleton,",WI,54915,920-733-4939,44.2411748,-88.4194991,success,132
northeast,Gib’s on the Lake **,https://wisconsinsupperclubs.com/supper-club/gibs-on-the-lake/,http://gibsonthelake.com/,N110 Hwy 42,"Kewaunee,",WI,54216,920-776-1551,44.32788480000001,-87.54422439999999,success,133
northeast,Gobbler’s Knob,https://wisconsinsupperclubs.com/supper-club/gobblers-knob/,https://gobblersknob.net,101 North Military Road,"Stockbridge,",WI,53088,920-439-1265,44.0720413,-88.2993797,success,134
northeast,"Granary Supper Club, The",https://wisconsinsupperclubs.com/supper-club/1376/,https://www.facebook.com/thegranarysupperclub/,N586 Military Road,"Sherwood,",WI,54169,920-989-1233,44.1805309,-88.253355,success,135
northeast,Haase’s Supper Club,https://wisconsinsupperclubs.com/supper-club/haases-supper-club/,https://www.facebook.com/HaasesSupperClub/,9497 County Hwy D,"Winneconne,",WI,54986,920-685-2721,44.0978584,-88.8749465,success,136
northeast,Harbor Fish Market & Grille,https://wisconsinsupperclubs.com/supper-club/harbor-fish-market-grille/,https://harborfishmarket-grille.com,8080 Highway 57,"Baileys Harbor,",WI,54202,920-839-9999,45.0634003,-87.12348539999999,success,137
northeast,Harborside,https://wisconsinsupperclubs.com/supper-club/harborside/,https://harborsiderestaurantwi.com,701 York Street,"Manitowoc,",WI,54220,920-684-5711,44.0935395,-87.6566861,success,138
northeast,Hillcrest Lodge Supper Club,https://wisconsinsupperclubs.com/supper-club/hillcrest-lodge-supper-club/,https://www.facebook.com/HillcrestLodgeWI/,16704 Nicolet Road,"Townsend,",WI,54175,715-276-1500,45.3274324,-88.5964261,success,139
northeast,Hotel Seymour Supper Club,https://wisconsinsupperclubs.com/supper-club/hotel-seymour-supper-club/,https://hotelseymour.com,210 South Main Street,"Seymour,",WI,54165,920-833-6441,44.5114226,-88.3299662,success,140
northeast,Jim and Linda’s Lakeview,https://wisconsinsupperclubs.com/supper-club/jim-and-lindas-lakeview/,http://www.jimandlindas.net,W3496 County Road W,"Malone,",WI,53049,920-795-4116,43.9142926,-88.3327341,success,141
northeast,Jimmies White House Inn,https://wisconsinsupperclubs.com/supper-club/jimmies-white-house-inn/,https://www.jimmieswhitehouseinn.com,5776 Main Street,"Butte Des Morts,",WI,54927,920-582-7211,44.1003098,-88.6535112,success,142
northeast,Koehring’s Grand Central House,https://wisconsinsupperclubs.com/supper-club/koehrings-grand-central-house/,https://www.facebook.com/people/Koehrings-Grand-Central-House/100063481454466/,602 Fremont Street,"Keil,",WI,53042,920-894-7630,43.9126726,-88.03787969999999,success,143
northeast,Krabbe’s Supper Club,https://wisconsinsupperclubs.com/supper-club/krabbes-supper-club/,http://www.krabbeskountryklub.com,W2890 County Road EE,"Seymour,",WI,54165,920-833-2600,44.444072,-88.33086899999999,success,144
northeast,Kropp’s Supper Club *†,https://wisconsinsupperclubs.com/supper-club/kropps-supper-club-%e2%80%a0/,https://kroppssupperclub.com,4570 Shawano Avenue,"Green Bay,",WI,54313,920-865-7331,44.5880134,-88.1591625,success,145
northeast,Long Drive Supper Club,https://wisconsinsupperclubs.com/supper-club/long-drive-supper-club/,https://longdrivesc.com,897 Riverdale Drive,"Hobart,",WI,54155,920-492-4976,44.5262198,-88.14952620000001,success,146
northeast,Lox Club *†,https://wisconsinsupperclubs.com/supper-club/lox-club-%e2%80%a0/,http://www.theloxclub.com/,591 State Street,"Combined Locks,",WI,54113,920-788-4401,44.2692219,-88.2974266,success,147
northeast,Maiden Lake Supper Club *†,https://wisconsinsupperclubs.com/supper-club/maiden-lake-supper-club-%e2%80%a0/,https://maidenlakesupperclub.com,15649 Maiden Lake Road,"Mountain,",WI,54149,920-276-6479,45.27555539999999,-88.521261,success,148
northeast,Majerle’s Black River Grill †,https://wisconsinsupperclubs.com/supper-club/majerles-black-river-grill-%e2%80%a0/,https://blackrivergrill.com,5033 Evergreen Drive,"Sheboygan,",WI,53081,920-803-5115,43.6965781,-87.7064632,success,149
northeast,Mark’s East Side,https://wisconsinsupperclubs.com/supper-club/marks-east-side/,http://markseastside.com,1405 East Wisconsin Avenue,"Appleton,",WI,54911,920-733-3600,44.2727294,-88.38276570000001,success,150
northeast,"Marq Supper Club, The",https://wisconsinsupperclubs.com/supper-club/the-marq-supper-club/,https://www.themarqwi.com,3177 French Road,"De Pere,",WI,54115,920-785-8090,44.3798334,-88.1647048,success,151
northeast,Marty’s Place Supper Club,https://wisconsinsupperclubs.com/supper-club/martys-place-supper-club/,https://www.martysplacewi.com/,210 North Main Street,"Kimberly,",WI,54136,920-788-1817,44.2742292,-88.334688,success,152
northeast,Michiels of Menasha,https://wisconsinsupperclubs.com/supper-club/michiels-of-menasha/,http://michielsbarandgrill.com,1100 Appleton Road,"Menasha,",WI,54952,920-722-7885,44.2199617,-88.42995619999999,success,153
northeast,"Mill Supper Club, The *†",https://wisconsinsupperclubs.com/supper-club/the-mill-supper-club-%e2%80%a0/,http://www.themillsupperclub.com,4128 Hwy 42,"Sturgeon Bay,",WI,54235,920-743-5044,44.8702317,-87.3358889,success,154
northeast,Millhome Supper Club,https://wisconsinsupperclubs.com/supper-club/millhome-supper-club/,https://www.millhomesupperclub.com,16524 Lax Chapel Road,"Kiel,",WI,53042,920-894-7414,43.8979655,-87.97560370000001,success,155
northeast,Moxie’s Supper Club,https://wisconsinsupperclubs.com/supper-club/moxies-supper-club/,https://www.facebook.com/Moxies607/,607 Church Avenue,"Casco,",WI,54205,920-837-7552,44.55189230000001,-87.6182204,success,156
northeast,Nightingale Supper Club **,https://wisconsinsupperclubs.com/supper-club/nightingale-supper-club/,http://nightingalesupperclub.com/,1541 Egg Harbor Road,"Sturgeon Bay,",WI,54235,920-743-5593,44.8499892,-87.35744129999999,success,157
northeast,Nimrod Inn Supper Club,https://wisconsinsupperclubs.com/supper-club/nimrod-inn-supper-club/,https://www.facebook.com/p/Nimrod-Inn-Bar-Supper-club-100063586089506/,N12808 Northway Drive,"Athelstane,",WI,54104,715-856-5168,45.4240722,-88.0996274,success,158
northeast,Off the Wolf Supper Club,https://wisconsinsupperclubs.com/supper-club/off-the-wolf-supper-club/,https://offthewolfsupperclub.com,204 West Main Street,"Winneconne,",WI,54986,920-582-4422,44.1111495,-88.7139246,success,159
northeast,Out-O-Town Supper Club,https://wisconsinsupperclubs.com/supper-club/out-o-town-supper-club/,https://outotownclub.com,N2161 Town Club Road,"Kaukauna,",WI,54130,920-766-0414,44.3167398,-88.2231815,success,160
northeast,PJ Campbell’s at the Depot,https://wisconsinsupperclubs.com/supper-club/pj-campbells-at-the-depot/,http://www.pjcampbellsatthedepot.com,114 Depot Road,"Plymouth,",WI,53703,920-893-8600,43.745603,-87.978736,success,161
northeast,Prime Steer Supper Club,https://wisconsinsupperclubs.com/supper-club/prime-steer-supper-club/,https://www.eaglewaters.com/restaurant/,704 Hyland Avenue,Kaukauna,WI,54130,920-766-9888,44.2899002,-88.2696102,success,162
northeast,Red Cabin at Green Acres,https://wisconsinsupperclubs.com/supper-club/red-cabin-at-green-acres/,https://www.redcabingreenacres.com,W2701 4th Street,"Fond du Lac,",WI,54937,920-906-9110,43.7551141,-88.2913844,success,163
northeast,Red Ox Seafood & Steak,https://wisconsinsupperclubs.com/supper-club/red-ox-seafood-steak/,https://redoxseafoodandsteakhouse.com,2318 South Oneida Street,"Appleton,",WI,54915,920-830-4121,44.2409685,-88.40367409999999,success,164
northeast,Redwood Inn,https://wisconsinsupperclubs.com/supper-club/redwood-inn/,https://www.facebook.com/Redwood-Inn-113727361989422/,3230 Main Street,"Green Bay,",WI,54311,920-863-6315,44.442293,-87.9229106,success,165
northeast,Rene’s Dining Room,https://wisconsinsupperclubs.com/supper-club/renes-dining-room/,https://www.poppsresort.com/dining-bar/,W11581 County Road X,"Crivitz,",WI,54114,715-757-3411,45.3067527,-88.1794951,success,166
northeast,Richards of Dunbar Supper Club,https://wisconsinsupperclubs.com/supper-club/richards-of-dunbar-supper-club/,https://www.facebook.com/richardsofdunbar/,W11466 US-8,Dunbar,WI,54119,715-324-5444,45.6500563,-88.1684463,success,167
northeast,River’s Bend,https://wisconsinsupperclubs.com/supper-club/rivers-bend/,http://riversbendgb.com,792 Riverview Drive,"Green Bay,",WI,54303,920-544-9860,44.5619801,-88.0625132,success,168
northeast,"River’s Edge, The **",https://wisconsinsupperclubs.com/supper-club/the-rivers-edge/,http://riversedge.biz/,N4178 State Hwy 180,"Marinette,",WI,54143,715-735-7344,45.1110664,-87.667932,success,169
northeast,Rock Falls Supper Club,https://wisconsinsupperclubs.com/supper-club/rock-falls-supper-club/,https://www.facebook.com/RockFallsDyckesville/,6053 Rock Falls Road,"Luxemburg,",WI,54217,920-866-2638,44.6348287,-87.7816814,success,170
northeast,Roepke’s Supper Club *†,https://wisconsinsupperclubs.com/supper-club/roepkes-supper-club-%e2%80%a0/,http://www.roepkesvillageinn.com/,W2686 Saint Charles Road,"Chilton,",WI,53014,920-849-4000,43.970034,-88.1713243,success,171
northeast,Romy’s Nitingale,https://wisconsinsupperclubs.com/supper-club/romys-nitingale/,http://romysbanquethall.com,W5670 County Road A,"Black Creek,",WI,54106,920-984-3631,44.4273876,-88.47246969999999,success,172
northeast,"Roxy Supper Club, The",https://wisconsinsupperclubs.com/supper-club/the-roxy-supper-club/,http://roxysupperclub.com,571 North Main Street,"Oshkosh,",WI,54901,920-231-1980,44.0218829,-88.53786579999999,success,173
northeast,Rupp’s Downtown,https://wisconsinsupperclubs.com/supper-club/rupps-downtown/,https://www.facebook.com/ruppsdowntown/,925 North 8th Street,"Sheboygan,",WI,53081,920-459-8155,43.7544551,-87.7127636,success,174
northeast,Rupp’s Supper Club,https://wisconsinsupperclubs.com/supper-club/rupps-on-washington/,https://www.facebook.com/RuppsOnWashington/,1102 West Washington Avenue,"Cleveland,",WI,53015,920-693-2017,43.9142809,-87.74925859999999,success,175
northeast,Schmitz Brothers 2 Supper Club,https://wisconsinsupperclubs.com/supper-club/schmitz-brothers-2-supper-club/,https://www.facebook.com/people/Schmitz-Brothers-2-Supper-Club/100057597723304/,58 South 8th Street,"Hilbert,",WI,54129,920-853-3015,44.1387852,-88.16375479999999,success,176
northeast,Schwarz’s Supper Club *†,https://wisconsinsupperclubs.com/supper-club/schwarzs-supper-club-%e2%80%a0/,http://www.schwarzsupperclub.com/,W1688 Sheboygan Road,"New Holstein,",WI,53061,920-894-3598,43.8918839,-88.12177899999999,success,177
northeast,Sebastian’s Steak House,https://wisconsinsupperclubs.com/supper-club/sebastians-steak-house/,https://www.sebastianssteakhouse.net,770 South Main Street,"Fond du Lac,",WI,54935,920-922-3333,43.75778,-88.44932829999999,success,178
northeast,Sister Bay Bowl,https://wisconsinsupperclubs.com/supper-club/sister-bay-bowl/,https://www.sisterbaybowl.com,10640 North Bay Shore Drive,"Sister Bay,",WI,54234,920-854-2841,45.1874684,-87.1223691,success,179
northeast,T&T Steakhouse,https://wisconsinsupperclubs.com/supper-club/tt-steakhouse/,https://www.facebook.com/TNTSTEAK/,W598 County Road N,"Niagra,",WI,54151,715-589-4111,45.7841118,-88.08343409999999,success,180
northeast,Theo’s 24,https://wisconsinsupperclubs.com/supper-club/theos-24/,https://www.theos24.com,24 North Main Street,"Fond du Lac,",WI,54935,920-907-9192,43.7796053,-88.4472969,success,181
northeast,Twin Bridge Supper Club,https://wisconsinsupperclubs.com/supper-club/twin-bridge-supper-club/,https://twinbridgeresort.com,N9661 Parkway Road,"Crivitz,",WI,54114,715-757-3651,45.3136375,-88.2001921,success,182
northeast,Union Hotel,https://wisconsinsupperclubs.com/supper-club/union-hotel/,https://www.facebook.com/UnionHotelDePere/,200 North Broadway,"De Pere,",WI,54115,920-336-6131,44.4502393,-88.0601599,success,183
northeast,Van Abel’s of Hollandtown,https://wisconsinsupperclubs.com/supper-club/van-abels-of-hollandtown/,https://vanabels.com,8108 County Trunk Hwy D,"Kaukauna,",WI,54130,920-766-2291,44.2513787,-88.17260110000001,success,184
northeast,Weatherwood Supper Club,https://wisconsinsupperclubs.com/supper-club/weatherwood-supper-club/,https://www.facebook.com/Weatherwood/,12898 Hwy 32,"Moutain,",WI,54149,715-276-6329,45.1576915,-88.4507038,success,185
northeast,Wendt’s on the Lake,https://wisconsinsupperclubs.com/supper-club/wendts-on-the-lake/,http://www.wendtsonthelake.com,N9699 Lake Shore Drive,"Van Dyne,",WI,54979,920-688-5231,43.89325760000001,-88.4686401,success,186
northeast,Whitetail Inn,https://wisconsinsupperclubs.com/supper-club/whitetail-inn-2/,https://www.facebook.com/people/Whitetail-Inn/100057648781571/,9038 Hwy 70 West,"St. Germain,",WI,54558,715-542-2541,45.9212952,-89.5523071,success,187
northeast,Wildflower Supper Club,https://wisconsinsupperclubs.com/supper-club/wildflower-supper-club/,https://www.facebook.com/wildflowersupperclub306/,306 Ellis Street,"Kewaunee,",WI,54126,920-388-6076,44.4580879,-87.5035032,success,188
north-central,Aberdeen Restaurant & Bar,https://wisconsinsupperclubs.com/supper-club/aberdeen-restaurant-bar/,https://aberdeendining.com/,5325 Aberdeen Lodge Circle,"Manitowish Waters,",WI,54545,715-543-8700,46.1013035,-89.82068559999999,success,189
north-central,Amy’s Roadhouse,https://wisconsinsupperclubs.com/supper-club/amys-roadhouse/,https://www.facebook.com/people/Amys-Roadhouse/100064637962329/,W8916 Oak Avenue,"Shawano,",WI,54166,715-524-4901,44.7970981,-88.6920461,success,190
north-central,Antlers Supper Club *†,https://wisconsinsupperclubs.com/supper-club/antlers-supper-club-%e2%80%a0/,https://antlerssupperclub.com,120 East Green Bay Street,"Bonduel,",WI,54107,715-758-2190,44.739365,-88.4454574,success,191
north-central,Asana Suka,https://wisconsinsupperclubs.com/supper-club/asana-suka/,https://asanasuka.com,6366 Hwy 45 North,"Land O’ Lakes,",WI,54540,715-547-3344,46.1540559,-89.2050411,success,192
north-central,Ash’s,https://wisconsinsupperclubs.com/supper-club/ashs/,https://ashs-restaurant.com,1853 Old Hwy 69,"Florence,",WI,54121,715-696-8062,45.8811127,-88.152339,success,193
north-central,"Bear Trap Inn, The †",https://wisconsinsupperclubs.com/supper-club/the-bear-trap-inn-%e2%80%a0/,https://www.beartrapinn.net,4703 County Hwy B,"Land O’ Lakes,",WI,54540,715-547-3422,46.1561938,-89.2494482,success,194
north-central,Belvedere Supper Club,https://wisconsinsupperclubs.com/supper-club/belvedere-supper-club/,http://belvederesupperclub.net,203630 State Hwy 97,"Marshfield,",WI,54449,715-387-4161,44.718568,-90.10809,success,195
north-central,Besse’s on Clear Lake,https://wisconsinsupperclubs.com/supper-club/besses-on-clear-lake/,https://www.facebook.com/Besses-on-Clear-Lake-138714976191217,W6060 Northern Lights Cir,"Tomahawk,",WI,54487,715-453-2339,45.538261,-89.7329657,success,196
north-central,Bootleggers Lodge,https://wisconsinsupperclubs.com/supper-club/bootleggers-lodge/,https://www.bootleggers-lodge.com,2001 Indian Pine Point Road,"Tomahawk,",WI,54487,715-453-7971,45.5606278,-89.7102884,success,197
north-central,Branding Iron Supper Club **,https://wisconsinsupperclubs.com/supper-club/branding-iron-supper-club/,http://brandingironsupperclub.com/,9721 State Highway 13 South,"Wisconsin Rapids,",WI,54494,715-325-8102,44.3054274,-89.8096576,success,198
north-central,Buck-A-Neer Supper Club *†,https://wisconsinsupperclubs.com/supper-club/buck-a-neer-supper-club-%e2%80%a0/,http://www.thebuckaneer.com,122923 County Road C,"Stratford,",WI,54484,715-384-2629,44.7427077,-90.02593999999999,success,199
north-central,Chanticleer Inn,https://wisconsinsupperclubs.com/supper-club/chanticleer-inn/,https://www.chanticleerinn.com/en/menu,1458 East Dollar Lake Road,Eagle River,WI,54521,715-479-4486,45.9218313,-89.1960416,success,200
north-central,Chef Rene’s at Eagle River,https://wisconsinsupperclubs.com/supper-club/chef-renes-at-eagle-river/,https://www.chefreneseagleriver.com,5260 Hwy 70 West,"Eagle River,",WI,54521,715-479-2000,45.9077834,-89.28943149999999,success,201
north-central,Classic’s Restaurant & Lounge,https://wisconsinsupperclubs.com/supper-club/classics-restaurant-lounge/,http://www.classicsshawano.com,W6026 Lake Drive,"Shawano,",WI,54166,715-524-8711,44.8290315,-88.5457059,success,202
north-central,Clearview Supper Club,https://wisconsinsupperclubs.com/supper-club/clearview-supper-club/,http://www.clearviewsupperclub.com,8599 Big St. Germain Drive,"St. Germain,",WI,54588,715-542-2474,45.9125359,-89.4645201,success,203
north-central,Club 22,https://wisconsinsupperclubs.com/supper-club/club-22/,https://www.restaurantji.com/wi/shawano/club-22-/,N3925 Friendship Circle,"Shawano,",WI,54166,715-526-3800,44.7315637,-88.67823,success,204
north-central,Club 23,https://wisconsinsupperclubs.com/supper-club/club-23/,https://club-23.com,465 State Road 23,"Wisconsin Dells,",WI,53965,608-254-8060,43.65016079999999,-89.6715739,success,205
north-central,"Cove Supper Club, The",https://wisconsinsupperclubs.com/supper-club/the-cove-supper-club/,https://www.facebook.com/thecoveonlakemason/,156 State Road 23,"Briggsville,",WI,53920,608-981-2601,43.6510063,-89.6115811,success,206
north-central,Crystal’s Wood Lake Supper Club,https://wisconsinsupperclubs.com/supper-club/crystals-wood-lake-supper-club/,https://www.restaurantji.com/wi/westfield/crystal-s-wood-lake-supper-club-/,W7115 Dakota Avenue,"Westfield,",WI,53964,608-296-4129,43.98184879999999,-89.51304069999999,success,207
north-central,Dixon’s Torchlite,https://wisconsinsupperclubs.com/supper-club/dixons-torchlite/,https://torchliteshawano.com,1276 East Green Bay Street,"Shawano,",WI,54166,715-526-5680,44.7811598,-88.5773524,success,208
north-central,Dockers on the Corner,https://wisconsinsupperclubs.com/supper-club/dockers-on-the-corner/,https://www.facebook.com/Dockersonthecorner/,N5846 East Lake Drive,"Shawano,",WI,54166,715-526-3931,44.8453139,-88.5012304,success,209
north-central,Eagle Waters Resort,https://wisconsinsupperclubs.com/supper-club/eagle-waters-resort/,https://www.eaglewaters.com/restaurant/,3958 Eagle Waters Road,Eagle River,WI,54521,715-479-4411,45.9363046,-89.19813339999999,success,210
north-central,Eddie B’s White Spruce,https://wisconsinsupperclubs.com/supper-club/eddie-bs-white-spruce/,https://www.eddiebwhitespruce.com,419 North Railroad Street,"Eagle River,",WI,54521,715-480-4000,45.9200408,-89.25387959999999,success,211
north-central,El Capitan Supper Club,https://wisconsinsupperclubs.com/supper-club/el-capitan-supper-club/,https://elcapitansupperclub.com/,695 Hwy 2,"Florence,",WI,54121,715-696-3493,45.87583069999999,-88.0894867,success,212
north-central,Fireside Supper Club,https://wisconsinsupperclubs.com/supper-club/fireside-supper-club/,https://www.facebook.com/pages/category/American-Restaurant/Fireside-Supper-Club-121715451172468/,6012 County K,"Rhinelander,",WI,54501,715-369-4717,45.6224479,-89.4674453,success,213
north-central,Four Seasons Supper Club **,https://wisconsinsupperclubs.com/supper-club/four-seasons-supper-club/,http://fourseasonssupperclub.com/,10338 Big Arbor Vitae Drive,"Arbor Vitae,",WI,54568,715-356-5095,45.92053809999999,-89.64717259999999,success,214
north-central,"Guide’s Inn, The",https://wisconsinsupperclubs.com/supper-club/the-guides-inn/,http://fourseasonssupperclub.com/,5427 Park Street,"Boulder Junction,",WI,54512,715-385-2233,46.10871359999999,-89.64264159999999,success,215
north-central,Hidden Valley Supper Club,https://wisconsinsupperclubs.com/supper-club/hidden-valley-supper-club/,https://www.facebook.com/Hidden-Valley-Supper-Club-180684555317386/,12704 County Road M,"Caroline,",WI,54928,715-754-5995,44.71998259999999,-88.8895254,success,216
north-central,JJ’s on Main,https://wisconsinsupperclubs.com/supper-club/jjs-on-main/,https://www.facebook.com/jjsonmainllc/,207 West Main Street,"Bowler,",WI,54416,715-793-4457,44.8631939,-88.985321,success,217
north-central,Jung’s Nutshell Supper Club,https://wisconsinsupperclubs.com/supper-club/jungs-nutshell-supper-club/,https://www.facebook.com/JungsNutshell23/?_rdr,N696 County Hwy S,"Antigo,",WI,54409,715-489-3306,45.0513547,-89.0216784,success,218
north-central,Kassidy’s Studio Lounge,https://wisconsinsupperclubs.com/supper-club/kassidys-studio-lounge/,https://www.facebook.com/kass.mikeandrus/,7703 Hwy MMM,"Shawano,",WI,54166,715-524-5883,44.7822064,-88.60899169999999,success,219
north-central,Kathy & Cal’s Club 64,https://wisconsinsupperclubs.com/supper-club/kathy-cals-club-64/,https://www.restaurantji.com/wi/merrill/club-64-aka-kathy-and-cals-club-64-/,2405 West Main Street,"Merrill,",WI,54452,715-536-3847,45.1769208,-89.7325893,success,220
north-central,Lake Aire Supper Club,https://wisconsinsupperclubs.com/supper-club/lake-aire-supper-club/,http://www.lakeairesupperclub.com,6510 State Hwy 13,"Wisconsin Rapids,",WI,54494,715-235-5147,44.335482,-89.8155159,success,221
north-central,Lanny’s Fireside Supper Club,https://wisconsinsupperclubs.com/supper-club/lannys-fireside-supper-club/,https://www.facebook.com/pages/category/American-Restaurant/Lannys-Fireside-104936866215731/,5315 Hwy 45,"Conover,",WI,54519,715-547-8120,46.102731,-89.22791000000001,success,222
north-central,Lawson’s Triple O Supper Club,https://wisconsinsupperclubs.com/supper-club/lawsons-triple-o-supper-club/,https://www.facebook.com/p/Lawsons-Triple-O-Supper-Club-100083221237398/,N8818 County Road O,"Clintonville,",WI,54929,715-752-3357,44.5577583,-88.87970729999999,success,223
north-central,Marty’s Place North,https://wisconsinsupperclubs.com/supper-club/martys-place-north/,https://martysplacenorth.com/,2721 US 51,"Woodruff,",WI,54568,715-358-0270,45.97812450000001,-89.6999828,success,224
north-central,Mathew’s Supper Club,https://wisconsinsupperclubs.com/supper-club/mathews-supper-club/,https://www.facebook.com/Mathews-Supper-Club-622389107836804/,155 8th Street,"Clintonville,",WI,54929,715-823-3463,44.6210664,-88.7722313,success,225
north-central,McGregor’s Blink Bonnie,https://wisconsinsupperclubs.com/supper-club/mcgregors-blink-bonnie/,https://www.facebook.com/pages/McGregors-Blink-Bonnie-Supper-Club/111602718880165,8997 Hwy 70,"St. Germain,",WI,54558,715-542-3678,45.920225,-89.54941339999999,success,226
north-central,Mecan River Lodge,https://wisconsinsupperclubs.com/supper-club/mecan-river-lodge/,http://mecanriveroutfitters.com/dining.html,W720 Hwy 23,"Princeton,",WI,54986,920-295-3439,43.83197149999999,-89.19892999999999,success,227
north-central,Meyer’s Clint Mar Supper Club,https://wisconsinsupperclubs.com/supper-club/meyers-clint-mar-supper-club/,https://www.facebook.com/pages/category/Local-Business/Meyers-Clint-Mar-145698752107200/,N11720 Hwy 45,"Clintonville,",WI,54929,715-754-5500,44.6663922,-88.85275879999999,success,228
north-central,Michele’s Supper Club,https://wisconsinsupperclubs.com/supper-club/micheles-supper-club/,https://michelessupperclub.com,513 Division Street,"Stevens Point,",WI,54481,715-341-3363,44.5304637,-89.5743715,success,229
north-central,MJ’s Supper Club,https://wisconsinsupperclubs.com/supper-club/mjs-supper-club/,https://www.restaurantji.com/wi/hortonville/mjs-supper-club-/,W8326 County Road MM,"Hortonville,",WI,54944,920-779-9701,44.3530712,-88.6089782,success,230
north-central,"Moose Inn, The",https://wisconsinsupperclubs.com/supper-club/the-moose-inn/,https://themooseinn.com,W6846 State Road 21,"Wautoma,",WI,54982,920-787-2241,44.0554176,-89.2260793,success,231
north-central,Northfork Fin & Filet,https://wisconsinsupperclubs.com/supper-club/northfork-fin-filet/,https://www.northforkff.com,11084 Hwy 70,"Woodruff,",WI,54586,715-439-4093,45.92131759999999,-89.6949463,success,232
north-central,Norton’s of Green Lake,https://wisconsinsupperclubs.com/supper-club/nortons-of-green-lake/,http://nortonsgreenlake.com,380 South Larson Drive,"Green Lake,",WI,54941,920-294-6577,43.84429129999999,-88.96419069999999,success,233
north-central,Norwood Pines Supper Club *†,https://wisconsinsupperclubs.com/supper-club/norwood-pines-supper-club-%e2%80%a0/,http://www.norwoodpines.com/,10171 Hwy 70,"Minocqua,",WI,54548,715-356-3666,45.8800955,-89.74711719999999,success,234
north-central,Palms Supper Club,https://wisconsinsupperclubs.com/supper-club/palms-supper-club/,http://thepalmswausau.com,5912 Hwy 51 BUS,"Weston,",WI,54476,715-359-2200,44.8870325,-89.6403027,success,235
north-central,Pine Tree Supper Club,https://wisconsinsupperclubs.com/supper-club/pine-tree-supper-club-2/,https://www.facebook.com/pinetreetomahawk/,115 West Wisconsin Avenue,"Tomahawk,",WI,54487,715-453-4235,45.4707604,-89.7312572,success,236
north-central,Pine Tree Supper Club **,https://wisconsinsupperclubs.com/supper-club/pine-tree-supper-club/,https://www.pinetreesupperclub.com/,E8095 Hwy 54,"New London,",WI,54961,920-952-5738,44.4095875,-88.8186721,success,237
north-central,Pinewood Supper Club *†,https://wisconsinsupperclubs.com/supper-club/pinewood-supper-club-%e2%80%a0/,http://www.thepinewood.com/,1208 Half Moon Lake Drive,"Mosinee,",WI,54455,715-693-3180,44.8134402,-89.70981049999999,success,238
north-central,Pub ‘N’ Prime,https://wisconsinsupperclubs.com/supper-club/pub-n-prime/,https://www.facebook.com/pubnprimetikibar/,8085 Hwy 70 E,"St. Germain,",WI,54558,715-479-7331,45.9127594,-89.4884975,success,239
